"","scenario_id","type_id","local_card_id","keyword1","keyword2","keyword3","description"
181,2,2,14,"Detective","brother","laid out","[Detective] The brother was laid out recently and broke up with his wife. His house in the city was expropriated by the bank for his debt. He had no places to go and came back to the village."
182,2,2,15,"Former Employee","brother","job","[Former Employee] The brother recently moved back from the town because he lost his job and broke up with his wife."
183,2,2,16,"Former Employee","brother","quiet","[Former Employee] I know little about the brother because he seldom showed up at the hotel. Also, he is a quiet person, and I never had a conversation with him."
184,2,2,17,"Prophet","brother","join","[Prophet] The brother plans to ask the owner to join the hotel operation. However, not until he told his brother the truth the tragedy had happened."
185,2,2,18,"Villager","brother","fight","[Villager] The brother left the village at a very young age. I remember that year he had a great fight with his brother (the owner) and his father. After that, he went to the city by himself."
186,2,2,19,"Villager","brother","drunk","[Villager] Last day, I saw the brother sleeping on the bench in front of the hotel with a green blanket. I believe that he is drunk and lethargic."
187,2,2,20,"Detective","brother","blanket","[Detective] The brother was drunk last night and fell asleep on a branch in front of the hotel with a green blanket."
188,2,2,21,"Villager","brother","blanket","[Villager] The brother slept on the branch outside of hotel yesterday with a green blanket. Before that he drunk with his peers."
189,2,2,22,"Detective","chef","gamble","[Detective] The chef has a habit of gambling. He is not in good luck recently and lost lots of money in the casino. According to the bank statement, he owes eight people 6 thousand dollars in total."
190,2,2,23,"Former Employee","milk powder","kitchen","[Former Employee] The milk powder the owner used each night was placed in a private place near the kitchen. It was a secret place that only the owner himself, the wife, and the chef often visited there."
191,2,2,24,"Former Employee","milk","few people","[Former Employee] The milk which used by the owner daily is stored in the cabbin near the kitchen. Only few people passed the place including the owner himself, the chef, and the wife."
192,2,2,25,"Prophet","milk","few people","[Prophet] The milk used by the owner daily is stored in the cabin near the kitchen. Only a few people passed the place, including the owner himself, the chef, and the owner\'s wife."
193,2,2,26,"Villager","chef","owner","[Villager] The chef was the owner\'s classmate when they were young. They worked very hard on creating new specialty dishes with vegetables and seafood. He worked for the hotel for over ten years."
194,2,2,27,"Villager","chef","expand","[Villager] The owner took really good care of the chef. He had often helped him since their young age. Recently, they were discussing transforming the hotel and expanding the restaurant in the hotel to appeal to more customers."
195,2,2,28,"Detective","counter","fingerprints","[Detective] There were fingerprints from the counter on the door of the second floor. Also, there are his fingerprints on the treasury."
196,2,2,29,"Former Employee","counter","treasury","[Former Employee] After the counter finishes the daily records, he usually puts the daily income in the treasury and report to the owner\'s wife."
197,2,2,30,"Prophet","counter","income","[Prophet] The counter opened the treasury daily to put daily income into it after he finished the records. He will also report the earnings to the owner\'s wife."
198,2,2,31,"Prophet","counter","key","[Prophet] The counter knew where the copied key to the treasury was. But he shoud not be the only person who knows where the key was."
199,2,2,32,"Villager","counter","college","[Villager] The counter worked for the hotels for only several years. He is young and just graduated from high school. His family is not wealthy, and he would like to earn money to study at a college."
200,2,2,33,"Former Employee","counter","college","[Former Employee] The counter just finished high school last year. He is a young man who wants to share the burden for his family and earns the tuition for college. Therefore, he comes to the hotel for work."
201,2,2,34,"Prophet","wife","last night","[Prophet] The owner\'s wife slept alone in another room last night, and she did not know where her husband was. In the morning, when she woke up for morning exercise, she saw the owner was killed and lying in the hotel\'s kitchen."
202,2,2,35,"Former Employee","wife","debt","[Former Employee] The wife has invested in many real estates recently. Some of the assets are losing their value due to the recession. The debt and interest payment is a huge burden to them."
203,2,2,36,"Villager","wife","invest","[Villager] The wife invests the real estate in the village and the town. However, the price has gone down in recent years, and she might suffer from some loss."
204,2,2,37,"Former Employee","wife","cash flow","[Former Employee] The owner\'s wife manages most of the cash flows of the hotels. When there is a significant expense, we should first discuss it with her."
205,2,2,38,"Prophet","milk","wife","[Prophet] The wife prepared the milk for the owner today and helped him wash the cup. The owner still acted normally after he drank the milk."
206,2,2,39,"Villager","wife","politics","[Villager] The couple had married for over 30 years. She is a kind but quiet person. However, it seems that she acts quite tough to the owner. They had different opinions on politics."
207,2,2,40,"Villager","wife","kind","[Villager] The wife is always kind to the neighbors, but we often hear the couple arguing their opinions on politics."
208,2,2,41,"Villager","wife","argue","[Villager] I saw the owner\'s wife shouting at the hotel\'s owner last night. It seems they had a dispute on who should clean up the place after business. They have often argued about this since they married."
209,2,2,42,"Prophet","wife","plotting","[Prophet] The wife hated the owner very much and often cursed her husband. The wife is also plotting some horrible plans."
210,2,2,43,"Detective","chef","chemical store","[Detective] There are monitor records from the chemical store in the nearest town. A man who looked like a chef had visited the store in mask three times last week."
211,2,3,1,"heart attack","bleed","poison","The poison APX-4870 will cause heart attack and bleeding two to three hours after a victim ingests the toxin. Before the shock, there seem no additional signs. Because of its characteristics, the poison is often used by secret agents of both realms."
212,2,3,2,"the lord","banquet","private","Last night, there was a private banquet held by the lord. The people who prepared or participated in the meal were only the lord, the son, the servant, and the ambassador."
213,2,3,3,"the lord","restroom","banquet","The lord had left the banquet for a while to the restroom, and this might be the time that the suspect poisoned the cup of wine."
214,2,3,4,"the lord","red","claok","The lord wore an elegant long red cloak last night. This was his favorite dress-up, and the lord was quite exciting to show up with the dress-up to the foreign guests. He often mentioned that the ruler\'s appeal is also the realm\'s symbol."
215,2,3,5,"the lord","poison","wound","There are no wounds on the lord\'s bodies. Neither is there a sign of fighting or struggling in his room. He was found dead on his own bed. The main reason for his death should be a heart attack and bleeding because of some poison, and there is remaining poison in his body."
216,2,3,6,"the lord","midnight","dead","The private banquet ended at 9:30 p.m. The lord was found dead at midnight by the lord\'s son. The son would like to discuss the final plan for reconstructing the bridges and roads destroyed by the flood last month."
217,2,3,7,"the lord","bottle","cup","After the testing of the materials and the bottles of the wine, there was no APX-4870  inside. Only the cup for the lord had the reaction of the sign of APX-4870."
218,2,3,8,"the lord","royal","class","The poison APX-4870 is top-secret for the ruling classes. Only the royal family or top officials can access the resource and know how to use the ingredients. Without the knowledge of the poison, the people will also poison themselves."
219,2,3,9,"powder","the lord","guardian","The guardians found that there was remaining APX-4870 powder abandoned in the kitchen of the secured zone in the castle. APX-4870 is one of the famous poisons in the realm. It has no color or smell when it dissolves into the liquid."
220,2,3,10,"the lord","banquet","wine","During the banquet, the lord left the room for a while. This might be the time point that the suspect poisoned the wine."
221,2,3,11,"poison","cuisine","wine","The cup which the lord in the banquet uses had been tested for remaining APX-4870, while there is no reaction from the cuisine or wine."
222,2,3,12,"ambassador","conflict","war","There is long-term conflict in the territory between the West Realm and the East Realm. Recently, the lord of the West Realm became tough on his stance. Therefore, in the East Realm, many officials advocated war to fight for the land they believed to belong to them."
223,2,3,13,"ambassador","retired","famous","The ambassador is a retired general for the East Realm. He is famous for his courage and wisdom. After he retired from the battlefields, he served as the top chamber member for the East Realm."
224,2,3,14,"ambassador","military","support","The East Realm has a weaker military force than the West Realm. Therefore, they should seek the support of other states. Most importantly, all other states had claimed that they would not support the realm that started the war."
225,2,3,15,"ambassador","plot","military action","There is a highly secret intelligence from the East Realm that the ruling class from the east is plotting a military action, and the ambassador is one of the members."
226,2,3,16,"ambassador","war","young son","The officials of the East Realm believe that the only young son of the West Realm will soon start a war with the East Realm after he succeeds. Some of these officials wish the son could soon inherit to gain the support of other states."
227,2,3,17,"ambassador","patrioc","drastic","The ambassador of the East Realm is a patriotic nationalist. He insists on solving territorial disputes between two realms with more drastic means. Some take his visit to the West Realm as a symbolic peace process, but some do not."
228,2,3,18,"ambassador","symbolic","visit","The ambassador is also known for his patriotic speech. He is one of the people that advocate solving territorial disputes with more drastic means. Therefore, this visit to the West Realm is quite symbolic of the peace between the two realms at the beginning."
229,2,3,19,"frugal","the commander","commit","The commander commits his life to protect the realm and protect the lord. He has no wife or son. Also, he is a frugal person no matter in the troop or the castle, and he is seldom in contact with people outside the army."
230,2,3,20,"the commander","youngest","knight","The commander was the youngest knight in the history of the West Realm. He won the contest at the age of 16 and became a team leader of the troop. In the past thirty years, he participated in over 20 battles."
231,2,3,21,"responsible","the commander","security","The commander is responsible for the security of the lord. He lived in the secured zone as well. The lord really appreciated the commander\'s ability and relied on him."
232,2,3,22,"the commander","secure","front","During normal days, he guards the secured zone in the office in front of the entrance of the zone. Last night during the banquet, he only left the office once to confirm the identity of the ambassador."
233,2,3,23,"the commander","castle","guard","The commander becomes the leader of the castle guard ten years ago and becomes the lord\'s closest protector. The officials often viewed him as a loyal person."
234,2,3,24,"the lord","rule","kind","The lord had ruled the realm for over 50 years. He was known for his kindness to the people and honestness when governing. However, he became more brutal to his chamber members when he got older."
235,2,3,25,"the lord","suicide","culture","The lord is a pious person. In the culture of the realm, committing suicide is a great sin that breaks religious doctrines."
236,2,3,26,"the lord","health","sorrow","The lord always complained about his health condition. He had long-term problems with his waist and legs. Recently, he fell from the horse, broke his legs, and could no longer ride. He felt sorrow about this. What\'s worse, he sometimes coughed up with blood these days."
237,2,3,27,"the lord","aggressive","consumers","The lord became quite aggressive to his consumers, though he has been very kind to his people and servants in the past 50 years."
238,2,3,28,"punish","the servant","food","The lord punished the servant last week. The lord was in a horrible mood then. At the same time, the lord held a banquet for his old friend from another realm. However, the food prepared by the servant was not fresh, and the lord felt highly embarrassed."
239,2,3,29,"the servant","last person","son","The closest servant to the lord will be the last person supporting the son to become the new lord. The son and the servant had lots of grudges. Once the servant was rejected from borrowing money by the son. After that, the servant often reported the son\'s misbehavior."
240,2,3,30,"the servant","servant","family","The servant is faithful to the lord, and he has served the family for over 30 years. The lord relied on him and enjoyed his meal in the banquets."
241,2,3,31,"the lord","flood","horrible","The lord was in a terrible mood last week because of the horrible disaster caused by the flood. The flood took away hundreds of lives, and many livestock were missing."
242,2,3,32,"the servant","chef","meal","The servant served the lord for over 30 years, and the lord really counted on him. The servant is also a good chef and often prepares meals or private banquets for the lord."
243,2,3,33,"the servant","praise","meal","The lord relied on the servant and enjoyed his meal. He often praised the servant and pointed him as the chef of his private banquets."
244,2,3,34,"the son","sccessor","child","The son is the only child of the lord, and the lord was ecstatic when he got the child at the age of 52. His mother died soon after his birth, which was 15 years ago. By the law of the West Realm, the son of the lord is the successor first in order."
245,2,3,35,"the son","martial art","father","As a teenager, the son is feisty. He often fought with his father, the lord, for spending too much time on martial art but little on governing. The lord just blamed him for spending a month holding a hunting contest a few days ago."
246,2,3,36,"stay","the son","banquet","Last night, though the son attended the banquet with the ambassador, he did not stay long. He neither grab the dinner a bite at the meal."
247,2,3,37,"mourn","the son","mother","The son often mourns for his mother though he does not remember her. To overcome the sorrow, he usually tries some exciting things. He is not a confident person and constantly worries about his ability to rule."
248,2,3,38,"the son","poison","ruling class","The son is the most likely to get the poison because he is one of the ruling class. Also, the son is motivated because he is the successor first in order."
249,2,3,39,"the son","sorrow","exciting","The son was always in great sorrow when his deceased mother was mentioned, and we thought the accident left a shadow in his life. As a result, he tempts to seek some exciting activities to overcome his bad mood. He is not a confident kid and often worries that he cannot rule the realm as nicely as his father did."
250,2,3,40,"the son","lord","blame","The son is the age of 15, and he is pretty vigorous. The lord often blamed him for spending too much time hunting in recent days."
251,2,3,41,"the son","conflict","officer","The officers of the realm did not trust the son to become a good successor, and they thought he was still young and reckless. After his succession, the officers also believed that the son would heat up the conflict between the West Realm and the East Realm."
252,2,3,42,"the son","trust","conflict","As the successor first in order, the son gained little trust from most of the officers. He is still young and reckless. The retainers believed that the conflict between the West Realm and the East Realm would intensify if the son inherited to become the lord of the West Realm at this moment."
253,3,1,1,"france","protein","disease","In 2001, the scientists in France found a special kind of protein disease,  the disease X.  The disease X has symptoms of diabetes and osteoporosis."
254,3,1,2,"incorrect structure","X protein","Disease X","The disease X is caused by a special form of protein,  X protein,  in humans  blood and several organs. It happens when the normal form of X protein goes into an incorrect structure."
255,3,1,3,"abnormal X protein","mutation","impact","The abnormal X protein will mutate by itself. When the accumulation of abnormal X protein into a severe amount in the blood, the function of insulin and the concentration of minerals would be affected."
256,3,1,4,"X protein","self-mutated","insulin","The abnormal X proteins are self-mutated and stay in human blood. When the abnormal X protein accumulates to a significant amount, insulin function will be damaged, and the concentration of minerals will be abnormal."
257,3,1,5,"diagnose","Disease X","confuse","Due to the symptoms and testing methods, the disease X is not easily diagnosed. Before discovering the disease, diabetes, the osteoporosis symptoms, and the happening ages often confused the researchers."
258,3,1,6,"prevent","no cure","Disease X","There is still no cure for disease X, and the scientists still don\'t know how to prevent disease X or stop the mutation of the abnormal protein X in the patients\' bodies."
259,3,1,7,"protein","disease x","prion disease","Disease X is similar to the ""Prion Disease"" that caused by failure formation of the protein. Prion disease is caused by abnormal prion protein accumulated in brains. It often attacks animals\' brains and nervous systems."
260,3,1,8,"prion disease","cause","brains","Prion Disease is a disease caused by the failure formation of the protein. While Prion disease differs from the disease X, Prion disease is caused by abnormal prion protein accumulated in brains."
261,3,1,9,"scientist","patient","research","One of the scientists in the research group is a patient with the disease X. He is diagnosed with diabetes and osteoporosis at 21, which is not typical for the age without dangerous factors. Therefore, he devoted himself to the research on these symptoms."
262,3,1,10,"massive progress","funding","research","The research project got funding support from worldwide. The discovery and complete understanding of the protein X is considered massive progress for improving the quality of patients\' life."
263,3,1,11,"Cause","abnormal","blood","The disease X is caused by the accumulation of abnormal  protein X  in the blood. The reason for abnormal protein X production is still not apparent to scientists."
264,3,1,12,"Cause of the disease","vitamin D","low","Through several animal research, scientists have found out that the level of vitamin D in patients is often lower than the average level. However, there is no evidence that vitamin D is the cause of the disease or the result of the disease."
265,3,1,13,"Cause of the disease","vitamin D","causal relationship","Scientists found out that patients had a problem with vitamin D insufficient by several animal research. However, the causal relationship between vitamin D and disease X is still not clear to researchers now."
266,3,1,14,"evidence","race","weight","There is no evidence suggesting that gender, race, body weight, or the absorption of alcohol is related to the incidence of the disease X."
267,3,1,15,"family history","disease X","diagnose age","The patients are often diagnosed at the age of 15 to 25, and few patients have a family history of the disease X."
268,3,1,16,"environment","genes","type 1 diabetes","Type 1 diabetes is developed by environment or genes (unclear) and caused by an autoimmune reaction. It s usually diagnosed in children, teens, and young adults. Of patients with diabetes, there are about 5% to 10 % diagnosed with type 1 diabetes."
269,3,1,17,"cause","discover","childhood","Patients with Type 1 diabetes often discover the symptoms in childhood or teenage. Diabetes is caused by environmental factors, probably by genes or an autoimmune reaction. 5 to 10 percent of patients belong to type 1 among the total population with diabetes."
270,3,1,18,"role","protein x","human","It is still not clear to the scientists what the role of protein X plays in the human body."
271,3,1,19,"blockage","heart attack","arteries","Heart attack is caused by a blockage in the arteries. The blockage might be caused by deposits, cholesterol, and other substances. This will lead to the cut-off of oxygen supply for the heart muscle and damage the cells if the blockages are more than 30 minutes."
272,3,1,20,"symptoms","diabetes","affection","Due to the affection of disease X, the patient will have symptoms like diabetes. Diabetes led by disease X is similar to Type 2 diabetes caused by insulin resistance."
273,3,1,21,"symptoms","Type 2","diabetes","The patients with disease X have symptoms like diabetes which have problems with insulin resistance. It just behaves like Type 2 diabetes."
274,3,1,22,"osteoporosis","symptoms","absorb","Due to the affection of disease X, the patient will have symptoms such as osteoporosis. With the disease X, the patient s body cannot absorb the average level of minerals."
275,3,1,23,"blood sugar","symptoms","heart disease","A high level of blood sugar often leads to heart disease. In severe cases, it also leads to stroke or heart attack, which can endanger lives. Blood pressure management is crucial to the patients with Disease X."
276,3,1,24,"test","diagnose","blood","Blood tests can diagnose the disease X. However, it should take additional experiments on the samples to discover the causative factors."
277,3,1,25,"glucose","insulin","hormone","Insulin is a kind of hormone that can control the amount of glucose (blood sugar) in the bloodstream by storing the liver and muscles. The abnormal protein X significantly reduces insulin activity for patients with disease X."
278,3,1,26,"insulin","bloodstream","protein","The abnormal X protein reduces insulin in the bloodstream considerably. The symptoms will lead to a high amount of glucose (blood sugar) remaining in the bloodstream because there is little active insulin."
279,3,1,27,"osteoporosis","patient","mineral","The patients of disease X often lack the required minerals, especially calcium. This might be the main reason that the patients have osteoporosis. The bones will become highly fragile in the 5 to 10 years after they are diagnosed. The patients easily get broken or fractured."
280,3,1,28,"prone","cholestrol","LDL","People with diabetes, high blood pressure, high levels of LDL cholesterol, etc., are prone to heart attacks. Also, people with a family history are at an increased risk, especially those over 55."
281,3,1,29,"symptoms","chronic disease","heart attacl","Some chronic diseases, such as diabetes, high blood pressure, high LDL cholesterol levels, etc., can lead to a heart attack. People with a family history or the elderly are prone to the risk compared to others."
282,3,1,30,"symptoms","cognition problems","prion disease","Prion disease is another disease caused by an abnormal form of protein. The abnormal prion protein is often accumulated in the brain and nerve systems. It leads to several cognition problems, such as hallucinations, confusion, difficulty speaking, rapidly developing dementia, etc."
283,3,1,31,"health","bones","calcium","Calcium is composed of the structure of bones and teeth, and most of them are stored in bones. Humans can absorb food such as milk, yogurt, cheese, etc. It is highly related to bone health, heart disease, and cancers."
284,3,1,32,"symptoms","insufficient","calcium","People absorb the required calcium from milk, yogurt, cheese, etc. Human bodies without sufficient calcium can lead to bone health problems, heart disease, and cancers."
285,3,1,33,"diet","medicine","Treatment","Currently, scientists do not have active treatment to cure the disease X. However, several methods such as medicine and diet can relieve the symptoms."
286,3,1,34,"Treatment","artificial insulin","deal","Artificial insulin can stimulate the function of insulin, which is used to deal with high levels of blood sugar. This method is often used to ease the symptoms of diabetes."
287,3,1,35,"Treatment","prevent","fragile bones","There is no cure for fragile bones. The patients must prevent themselves from fractures and falls. For example, the patients should pay attention to the environment, be in a clear vision, be careful of the side effects of some medications, etc."
288,3,1,36,"sugar","Treatment","fat","It is suggested that the patients should avoid sugar and saturated fats to prevent sudden changes or redundant blood sugar in the body."
289,3,1,37,"Treatment","bones","fracture","Comminuted fracture of bones is a severe type of bone broken. Bones would break into several pieces. It often requires surgery to treat the problem. Also, patients need a splint or cast to keep the bone from moving until it heals."
290,3,1,38,"comminuted","surgery","spint","Comminuted fracture of bones is a type of bone broken which has bones break into a number of pieces. It is quite severe and requires surgical treatment. After the surgery, a splint is needed to prevent the patient from moving."
291,3,1,39,"level","prone","heart","People with high levels of bad cholesterol (LDL) are prone to heart disease or stroke. It is suggested that adults have their cholesterol checked every 4 to 6 years. Those who have heart disease or diabetes or a family history should have the check more often."
292,3,1,40,"Vitamin D","deficiency","Prevention","Healthy food intake and sun exposure are suggested to avoid Vitamin D deficiency. Few foods naturally contain vitamin D, such as fish and dairy products. Humans can generate Vitamin D themselves by the skin through exposure to sunlight."
293,3,1,41,"cardiovascular diseases","heart diseases","prevention","There are several methods to prevent cardiovascular diseases or heart diseases. People should eliminate tobacco use, maintain body shape with regular exercise, reduce stress, and go on a healthy diet. A healthy diet includes maintaining the right amount of calories, cholesterol, fat, fiber, etc."
294,3,1,42,"cardiovascular","heart disease","Prevention","Scientists suggested that a healthy diet with the right amount of calories, cholesterol, fat, fiber, etc., can prevent cardiovascular diseases or heart diseases. People should also eliminate tobacco use, maintain body shape with regular exercise, and reduce stress."
295,3,1,43,"research","prevention","diagnose","Some ongoing research in JHU is trying to determine how to diagnose the disease X more effectively. One of the promising experiments from the research team is using saliva to test the disease."
296,3,1,44,"family history","cause","prion disease","The researcher from JHU pointed out that prion diseases are often related to family history. The disease X as one genetic disorder is similar to the prion disease, and some scientists assumed that it might also be related to family history."
297,3,1,45,"symptoms","disease x","nerve problems","Last year, the research team from UMass discovered that disease X could lead to other nerve problems. However, the cases are very rare, and further research on the topic should be done to confirm the causal relationship."
298,3,1,46,"tratment","university","patients","According to research from the University of London, the reason that patients get the symptoms like osteoporosis is that they tempt to consume fewer minerals due to the issues of insufficient insulin in the body."
299,3,2,1,"aflatoxins","food","fungi","Aflatoxins is a toxic metabolite produced by specific types of fungi. A number of different kinds of chemical entities make up the class aflatoxins, and they are commonly present in food as mixtures."
300,3,2,2,"aflatoxins","fungi","food","Aflatoxins are often found in food which contains specific chemical entities mixtures. They are toxic metabolites from particular types of fungi."
301,3,2,3,"aflatoxins","targets","fungi","With labotary results on multiple animals, the scientists found out that liver, colon, and kidney are important targets by aflatoxins. Tumors were found in these organs with exposure for aflatoxins."
302,3,2,4,"aflatoxins","disease x","identify","Aflatoxins were identified between 1950s and 1960s that causing an mysterious disease to turkey at that time. The disease was called the disease ""X"" in Great Britain at that time."
303,3,2,5,"aflatoxins","targets","organs","Because of a mystery disease X in Great Britain, aflatoxins were discovered in the 1950s. Aflatoxins are confirmed to be the cause of disease X."
304,3,2,6,"aflatoxins","treatment","antidote","There is no antidote for aflatoxins. The best treatment is to prevent and remove possible source to keep animals and humans for further exposure."
305,3,2,7,"toxic","Mycotoxins","fungi","Mycotoxins are toxic compounds that are naturally produced by some types of fungi. The effect are acute symptoms of severe illness quickly after consumption, while the long-term effect includes induction of cancers and immune deficiency."
306,3,2,8,"mycotoxins","mold","surface","Common mycotoxins includes Aflatoxins, Ochratoxin A, Patulin, Fusarium, etc. Mold that produces mycotoxins can grow on various crops and food. They also can penetrate deep into food but not just on the surface."
307,3,2,9,"mold","produce","grow","Mold often grows on various crops and food and penetrates the food, not just the surface. Mold can produce mycotoxins, including Aflatoxins, Ochratoxin A, Patulin, Fusarium, etc."
308,3,2,10,"Ochratoxin A","expose","animal","Ochratoxin A can be produced by some kinds of molds. Human are possilbe exposed to it, especially from grain. Also, animal products from animals consuming contaminated feeds and grain products including beer are also possible routes."
309,3,2,11,"Ochratoxin A","kidney disease","liver","The liver and kidney are possible target organs for the carcinogenic effects of Ochratoxin A in animals. Also, nephropathy (kidney disease) affection in southeastern Europe in 1960s was found to be associated with ochratoxin."
310,3,2,12,"Ochratoxin","kidney","disease x","Some kidney diseases spread in southeastern Europe in the early 1960s, and no one knew the reason for the disease. In 1965, the reason was discovered that kidney affection is related to ochratoxin."
311,3,2,13,"Ochratoxin","contaminate","fungi","Ochratoxin often affect dried fish, dried beans, coffee beans, seeds, wheat products, etc. These fungi produce ochratoxin adapt and contaminate in different range for optimal temperature and water activity."
312,3,2,14,"fermentation","salt","vegetables","One method for pickling vegetables is relying on natural fermentation instead of using salt or vinegar. However, this method makes pickled vegetables more prone to mould contamination. Also, some laboratory evidence suggested that these vegetables may contain mutagens."
313,3,2,15,"preserve","fermentation","pickled food","Natural fermentation is often used for preserving or pickling food. However, pickled food is at higher risk of being contaminated with mold with natural fermentation. Also, the food is prone to mutagens."
314,3,2,16,"N-Nitrosodimethylamine","nitrosamines","smoke","N-Nitrosodimethylamine and nitrosamines are inadvertently present in food including smoked foods, preserved meats, alcoholic beverages, and in tobacco smoke."
315,3,2,17,"tumor","N-Nitrosodimethylamine","animal","N-Nitrosodimethylamine produces tumors in experimental animals often on liver and sometimes on bile duct, kidney, lung, and nasal cavity."
316,3,2,18,"N-Nitrosodimethylamine","liquid","odor","N-Nitrosodimethylamine is yellow, volatile, and oily liquid with no distinct odor. When heating N-Nitrosodimethylamine to decomposition, it will emits toxic fumes of nitrogen oxides."
317,3,2,19,"potato","generate","Acrylamide","Some foods such as potatoes cooked in a process of high temperature (over 120 degree C or 250 degree F) will generate Acrylamide. Acrylamide was previously listed by the NTP as ""reasonably anticipated to be a human carcinogen""."
318,3,2,20,"potatoes","genrated","Acrylamide","Acrylamide was considered to be ""reasonably anticipated to be a human carcinogen"". When cooking potatoes at a temperature over 120 degrees C or 250 degrees F, Acrylamide will be generated."
319,3,2,21,"human","animal","Acrylamide","Acrylamide were shown to cause cancer in animals by exposure with very high doses. However, the risk that acrylamide may pose to human cancer is not fully studied. Several studies foud out acrylamide in various kinds of food while failed to find significant associations with cancer."
320,3,2,22,"acrylamide","detect","cereal","In 2003, the FDA developed methods to detect acrylamide in cereal-based or potato-based food.  The methodology was used to assess how much acrylamide the average U.S. consumer is exposed by food."
321,3,2,23,"tobacco","food","Acrylamide","Scientists do not have a complete understanding of all sources of exposure to Acrylamide. However, people are exposed to more acrylamide from tobacco than from food. Those who smoke have higher levels of exposure smokers than non-smokers."
322,3,2,24,"exposure","Acrylamide","neurological damage","Studies for workplace exposures to ""Acrylamide"" suggested that high levels exposure might lead to neurological damage. However, there is no evidence to show that workplace exposure is related to cancer."
323,3,2,25,"Acrylamide","workplace","evidence","By the records, there are workers exposed to Acrylamide in the workplace, which led to neurological damage. However, the causal relationship between cancer and Acrylamide is not developed."
324,3,2,26,"acetaldehyde","produce","metabolite","Acetaldehyde is produced in many different geological, industrial, and biological processes and is the first metabolite produced in humans from ethanol after ingestion."
325,3,2,27,"air","human","automobile","Humans are commonly exposed to acetaldehyde in the air and numerous foods. Also, automobile exhaust, cigarette smoke, fireplaces, etc. generate acetaldehyde."
326,3,2,28,"microorganisms","food","acetaldehyde","Acetaldehyde is created by microorganisms during the fermentation process. There are several food that can find it: (1) Yogurt, Cheese, Sour cream, etc. (2) Pickled or canned vegetables (3) Fruit such as melons (4) drinks includes soft drinks and alcohol."
327,3,2,29,"food","fermentation","production","The fermentation process is often included in food production, such as drinks, yoghurt, cheese, sour cream, pickled vegetables, etc. Unintentionally, Acetaldehyde is created by micro-organisms during the process."
328,3,2,30,"alcohol","cancer","animal","Acetaldehyde has been demonstrated to cause cancer in animals, mainly in the upper respiratory tract. For humans, the patients for cancers often linked to heavy alcohol consumption as well."
329,3,2,31,"ALDH2","deficiency","digestive","Aldehyde dehydrogenase 2 (ALDH2) helps convert acetaldehyde to acid. People with ALDH2 deficiency makes ALDH2 less active or inactive. There is causal relationship between local acetaldehyde exposure and upper digestive tract cancer for people with ALDH2 deficiency."
330,3,2,32,"risk","defiency","world","People with ALDH2 deficiency increased risks of developing esophageal, head, or neck cancers by consuming alcohol. This deficiency affects about 8% of the world population. In East Asia, 36% of the population is affected."
331,3,2,33,"acetaldehyde","organs","cancer","ALDH2-deficient patients are prone to oesophagal, head, or neck cancers when consuming alcohol. This is because less active ALDH2 leads high amount of acetaldehyde which is harmful to organs."
332,3,2,34,"alcohol","Ethanol","risk","Most evidence suggests that Ethanol in alcoholic drinks increases the risk of cancers. The effect is not fully studied. However, there are several factors related to the risks, and it also depends the types of the cancers."
333,3,2,35,"alcohol","Ethanol","percentage","Ethanol is a type of alcohol which is in all kinds of alcoholic drinks. The percentage of ethanol in different kinds of wine is vary. This also means that the risks of causing cancer by wine between diffent wine is very different."
334,3,2,36,"Alcohol","enhancement","cigrette","Alcohol might have an effect or enhancement with other kinds of chemicals. For example, it can help the harmful chemicals in tobacco smoke to enter the cells and invade the upper digestive tract more easily."
335,3,2,37,"reason","Alcohol","cancer","Alcohol is related to the cancer in mouth, throat, esophagus, liver, colon and rectum, and especially stomach. One of the reason is that alcohol is irritant to human bodies. It might damage cells, and cells will try to repair themselves. During the repairment processes, DNA changes may involved can lead to cancer."
336,3,2,38,"health","Alcohol","harmful","Alcohol consumption contributes to 3 million deaths each year globally as well as to the disabilities and poor health of millions of people. Harmful use of alcohol is serious social and public health issues."
337,3,2,39,"Alcohol","consumption","social issue","The harmful use of alcohol is a serious social issue. Consumption of alcohol can lead to disabilities and physical and mental health problems. It also leads to 3 million deaths each year globally."
338,3,2,40,"vinegar","pollute","Mold","Molds can not live with high acid content. Therefore, storing food in vinegar or food containing lemon or tomatoes is not easy to be polluted by molds."
339,3,2,41,"fridge","store","bacteria","Research done by JHU suggests storing washed food in the fridge is a helpful practice. By this method, bacteria and viruses in the refrigerator can be reduced."
340,3,2,42,"storage","fish","salted","Salted fish is a suitable method for long-term storage. This can prevent the fish cause carcinogen ingredients."
341,3,2,43,"nutrients","insufficient","daily food","Some researchers suggest that daily food consumption cannot provide sufficient nutrients to the body in the modern day. For example, humans need high levels of beta-carotene, which can effectively prevent lung cancer."
342,3,2,44,"cancer","red wine","alcohol","Though alcohol consumption is related to some types of cancers, some research suggests that red wine can reduce the risk of heart disease and cancer."
343,3,3,1,"ocean","land","temperature","The average land and ocean temperature in 2021 was 1.51 degrees F (0.84 degrees C) above the 20th-century average. 2021 was the 6th-warmest year on record, tied with 2018."
344,3,3,2,"ice","cover","sea","The average annual sea ice cover in the Arctic was about 4.08 million square miles in 2021, which is the ninth-smallest annual average cover in the 1979-2021 record. In the Antarctic, the annual sea ice cover was slightly below average at 4.42 million square miles, which is the 18th smallest on record."
